家庭是否愿意讨论,调剂是否可接受,需要排除的组内专业,待补充问题,核验备注,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
,,,,,H433,山东航空学院,H43302,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,1,1,0,0,0,5,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,2,1,167,right,1.02 飞行器制造工程[M-671f10e53119855b]；2.03 航空航天工程[M-e02afb1c9e94747e]；3.04 人工智能[M-a8e73f7ed09dc527]；4.05 生物技术[M-9e8253687061ba62]；5.06 数学与应用数学（师范类）H434 鲁东大学（公办）（山东）[M-c60b26d0a82ace9d],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-a50e204e35b419b4,STABLEGROUP-c966dfaa82907aaf
,,,,,H560,南阳师范学院,H56002,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,1,1,0,0,0,4,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,1,-7,175,left,1.02 逼感科学与技术（办学地点：卧龙校[M-a123f0585bb513a1]；2.03 网络工程（办学地点：卧龙校区）[M-73a8f9e38a99af91]；3.04 合成生物学（办学地点：卧龙校区）[M-031106bc3a3d5cfc]；4.05 给排水科学与工程（办学地点：卧龙校H561 洛阳师范学院（公办）（河南）[M-999b5c4d185682ab],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-d9a7fe605cca4e4c,STABLEGROUP-adf66f140724bdf6
,,,,,H672,怀化学院,H67202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,1,1,0,0,3,5,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,10,-8,181,right,1.03 光电信息科学与工程[M-ad37284a28f17d15]；2.04 数学与应用数学（师范类）[M-e585256e0d80c387]；3.05 计算机科学与技术（不招单色识别不[M-330c6e5c7e4e3445]；4.06 网络空间安全（不招单色识别不全者）[M-02d69904e6b85d3c]；5.07 材料化学（不招色盲色弱）H673 湖南文理学院（公办）（湖南）[M-b1327e8f7dcbb291],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-4e0a6a98d4a32b76,STABLEGROUP-8d75add4d1a81e30
,,,,,K489,陕西学前师范学院,K48904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,0,2,0,0,3,4,V1-偏好专业优先线索,true,R2-P1页列集中核,H3-历史最高线高于等位分15分内,2,4,2,226,right,1.07 食品科学与工程（不招收色盲、色弱考生；办学地点：长安校区）[M-8999d35332ae0d08]；2.08 化学（师范类；不招收色盲、色弱考生；办学地点：长安校区）[M-a7864db169bbef99]；3.09 盛用化学（不招收色盲、色弱考生；办学地点：长安校区）[M-d7cfb770b23f8c51]；4.10 数学与应用数学（师范类；办学地点：[M-198f1097354b5dd9],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-900200bdf125ba3c,STABLEGROUP-2d4c1ac01c71303e
,,,,,A197,西北民族大学,A19717,17,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,true,R2-P1页列集中核,H3-历史最高线高于等位分15分内,2,5,5,57,left,1.22 电子信息工程（办学地点：榆中校区）[M-4f5e24dc8a0f4a78]；2.23 电气工程及其自动化（办学地点：榆中校区）[M-fb3e1dc846ad6da1]；3.24 自动化（办学地点：榆中校区）[M-05eedfbacafd1529]；4.25 人工智能（办学地点：榆中校区）[M-f370e04f41c46e10]；5.26 通信工程（办学地点：榆中校区）[M-80902f0d520e0c02],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-fc81847787fdf794,STABLEGROUP-b3fbbc6d95fd016e
,,,,,C118,黄冈师范学院,C11811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,7,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,2,2,73,right,1.55 物理学（师范类）[M-633c5aae1dbde8f6]；2.56 电子信息工程[M-776783aa034110d1]；3.57 光电信息科学与工程[M-99af103dab855547]；4.58 机械设计制造及其自动化[M-cec52f51bbbe805b]；5.59 机器人工程[M-f95faa393e6a7c8f]；6.60 电气工程及其自动化[M-8e2ceee38fe735ff]；7.61 飞行器制造工程[M-ba0ab31d8f908c5b],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-34a92ea063b4d7fa,STABLEGROUP-495670c95e7155ec
,,,,,C129,湖北民族大学,C12904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,0,1,0,0,3,15,V1-偏好专业优先线索,true,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,8,-6,75,right,1.25 汉语言文学[M-f510b2408212357e]；2.26 小学教育[M-9001b9aa35f20ebb]；3.27 新闻学[M-2d60fed84f712967]；4.28 社会学[M-4791ad011d0c55b9]；5.29 广播电视学[M-d5cd1fff3c3e192f]；6.30 英语（外语语种：英语）[M-e5ceebefdb1f84b8]；7.31 会计学（智能会计、智能财务、大敬据审计方向）[M-3001753ad81d1225]；8.32 商务英语（外语语种：英语）[M-f027b2dd7e74ecba]；9.33 旅游管理（旅游规划和旅游企业运营管理方向）[M-985c41d5040bb110]；10.34 日语（外语语种：不限）[M-a598e871c6fd6f1f]；11.35 国际经济与贸易（数智贸易方向）[M-df6756b64601623b]；12.36 金融科技[M-a871d92e88a5f2aa]；13.37 城乡规划[M-a67b195c14cea63b]；14.38 法学[M-c02c1245632c1a2e]；15.39 会计学（ACCA 国际注册会计师方向专业课程以英语教学为主，非英语优势考生请谨慎报考.除学费外，每年另收取课程培训费壹万元整）[M-6614491df7920234],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-8cfd4e0a16c6ce8b,STABLEGROUP-684d8162d53e5836
,,,,,C131,湖北汽车工业学院,C13104,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,2,15,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,14,2,77,left,1.19 工业工程（汽车产业）[M-99ae3d1934af58f2]；2.20 財务管理[M-b1944cd4e3e13db3]；3.21 质量管理工程22.信息管理与信息系统[M-2d0748688aa81dd7]；4.23 市场营销[M-af4bbba73aa81dc4]；5.24 供应链管理[M-6ede2f5b2bcc8d67]；6.25 物流管理[M-ad1ef3bc83b87ad9]；7.26 信息资源管理[M-032972a58be9d549]；8.27 旅游管理[M-e1ce302f1cfda3a9]；9.28 大数据管理与应用[M-c241bde76835f79c]；10.29 数字经济[M-21a4fc1f0175c84b]；11.30 知识产权[M-8a586439080b072b]；12.31 法学（民商法）[M-7138d2f0d503f356]；13.32 翻译（汽车科技翻译：不招收发音或听为障碍考生：外语语种：英语）[M-76d1a23673e8460e]；14.33 英语（汽车贸易；不招收发音或听力障碍考生：外语语种：英语）[M-4f1eb5d1c581819a]；15.34 国际经济与贸易（新能源国际汽车贸[M-03552e7ee6caeb38],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-b434be2c24d94098,STABLEGROUP-384678595c093cd8
,,,,,C136,湖北美术学院,C13603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,1,1,78,right,1.12 智能交互设计（办学地点：县华林校C137 湖北第二师范学院（公办）（湖北）[M-ad659f92b259e8b8],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-1cc01dc59ee47325,STABLEGROUP-62fb43869ac6cc47
,,,,,F196,邢台学院,F19605,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,1,-2,102,left,1.05 数学与应用数学（师范类）P197沧州师范学院（公办）（河北）[M-c38c9356c4f8faf2],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-e035400d6c2cde9a,STABLEGROUP-40bb20b0692b4749
,,,,,F197,沧州师范学院,F19702,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,true,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,1,-15,102,left,1.04 物理学（师范类）[M-9ac9c46bc6727f9c],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-186d0fe2c08110d6,STABLEGROUP-e57c4237c82a714f
,,,,,F209,河北科技工程职业技术大学,F20902,02,,非民办线索-教育部名单未备注民办,单独讨论-职业本科名称线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,7,V1-偏好专业优先线索,true,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,4,-3,104,left,1.03 电气工程及自动化[M-276da7d6107d9fe9]；2.04 机器人技术[M-b422140c37d34124]；3.05 智能制造工程技术[M-01cf8762d7d5a49d]；4.06 智能建造工程[M-8a462a4d13b11688]；5.07 城市设计数字技术[M-66b590fccacaa2bd]；6.08 车工程技术[M-591d9696a3b2adac]；7.09 大数据工程技术[M-1a5a7dbe657d2002],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-6361624acc76eafa,STABLEGROUP-46c4a86456de122a
,,,,,F302,晋中学院,F30202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,0,1,0,0,1,2,V1-偏好专业优先线索,true,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,4,-17,108,right,1.05 网络与新媒体[M-512566d47757ded9]；2.06 英语（师范类；外语语种：不限）[M-daa36cf1a7026b97],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-3926f742d73f842c,STABLEGROUP-ced088e7dfbc08ac
,,,,,F346,山西工学院,F34601,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,9,V1-偏好专业优先线索,true,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,1,-9,110,right,1.01 化学工程与工艺[M-6f69f3d6cc0a3fa1]；2.02 应用化学[M-e08655f569643a93]；3.03 新能源材料与器件[M-378f9c0ec43e312d]；4.04 材料成型及控制工程[M-08036c6c065a2c27]；5.05 车辆工程[M-764afd6fca8f6803]；6.06 机械设计制造及其自动化[M-5650e1bd7ebbba37]；7.07 智能制造工程[M-bc13909412c8e04d]；8.08 人工智能[M-961fe677cab688c7]；9.09 通信工程F348 山西电子科技学院（公办）（山西）[M-a96f91a316395f24],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-d537cd367a341567,STABLEGROUP-8619943a8be43dfd
,,,,,F485,鞍山师范学院,F48503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,2,V1-偏好专业优先线索,true,R2-P1页列集中核,H3-历史最高线高于等位分15分内,1,1,1,116,right,1.04 汉语言文学（师范类；办学地点：铁东[M-2e2fb5efeb580afa]；2.05 汉语国际教育（办学地点：铁东校区）[M-5b980484cd5a5556],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-372d6322e7ddaff7,STABLEGROUP-250f55eb65da09b8
