第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-540c4d8ed7b93818,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,F694,齐齐哈尔大学,F69403,4,06,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,「化学,16,2,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,6,-6,126,right,M-d8b4f0e0ef2f5668,G-ebad8a03de7b7ac9
R2GROUP-54b4218496843b68,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K783,新疆政法学院,K78304,1,14,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,化学,,4500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-18,237,left,M-afc3f5b8721d308a,G-d6fbe6fc85f12021
R2GROUP-54b4218496843b68,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,K783,新疆政法学院,K78304,2,15,网络工程,计算机类相关,优先了解-命中当前偏好方向,,,3,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-18,237,left,M-16fdc2ec93777d02,G-d6fbe6fc85f12021
R2GROUP-54b4218496843b68,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K783,新疆政法学院,K78304,3,16,智能科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,3,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-18,237,left,M-afa871150bb8147d,G-d6fbe6fc85f12021
R2GROUP-54b4218496843b68,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K783,新疆政法学院,K78304,4,17,统计学,,待了解-未命中当前偏好方向,,,3,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-18,237,left,M-765fffeb9c720a72,G-d6fbe6fc85f12021
R2GROUP-54b4218496843b68,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件,false,K783,新疆政法学院,K78304,5,18,网络空间安全,,待了解-未命中当前偏好方向,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-18,237,left,M-38dd5fc4717d4bcd,G-d6fbe6fc85f12021
R2GROUP-54b4218496843b68,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K783,新疆政法学院,K78304,6,19,数学与应用数学G◎KZAA院校专业组及专业代号K784新疆工业学院（公办）（新疆）,,待了解-未命中当前偏好方向,,,2,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-11,-18,237,left,M-f602cd43b2b8e0f6,G-d6fbe6fc85f12021
R2GROUP-5897fc8ade8d1e0e,主线,M1-保底稳妥主线优先,稳妥观察,可了解-师范,师范类相关,false,F189,保定学院,F18905,1,07,数学与应用数学（师范类）,师范类相关,优先了解-命中当前偏好方向,,,,5390,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-3,101,right,M-a9cdb2383dd485e9,G-c5d11aeb048a778d
R2GROUP-5897fc8ade8d1e0e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F189,保定学院,F18905,2,08,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,,5390,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-3,101,right,M-adbf733f17230445,G-c5d11aeb048a778d
R2GROUP-5897fc8ade8d1e0e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F189,保定学院,F18905,3,09,份差（不把色頭、堡真疑公森照售型混别红、黄、绿、、紫各种颜色中任何一种颜色的考生）,,待了解-未命中当前偏好方向,,,,4900,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-3,101,right,M-fd2f73ab505a5c0d,G-c5d11aeb048a778d
R2GROUP-5897fc8ade8d1e0e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关；师范类相关,false,F189,保定学院,F18905,4,10,物联网工程F191 唐山师范学院（公办）（河北）,计算机类相关；师范类相关,优先了解-命中当前偏好方向,,,,4900,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-3,101,right,M-3c11775a27ed0c0f,G-c5d11aeb048a778d
R2GROUP-59c64d8abaf5f4db,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H576,南阳理工学院,H57609,1,16,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,9,1,177,left,M-9459fc08dfb3647c,G-b81298ecd508926b
R2GROUP-59c64d8abaf5f4db,主线,M2-稳冲主线优先,稳冲观察,调剂接受度待判断,,false,H576,南阳理工学院,H57609,2,17,工业软件,,待了解-未命中当前偏好方向,,化学,2,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,9,1,177,left,M-907fc6e08b784e38,G-b81298ecd508926b
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,调剂接受度待判断,,false,F469,沈阳化工大学,F46904,1,14,金属材料工程,,待了解-未命中当前偏好方向,,化学,2,5200,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-3e509354121b7337,G-f6e80face9e2eb1d
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-工科信息制造,机械自动化机器人,false,F469,沈阳化工大学,F46904,2,15,电气工程及其自动化,,待了解-未命中当前偏好方向,,,2,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-045c3b9d001298a1,G-f6e80face9e2eb1d
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-工科信息制造,电子信息网络,false,F469,沈阳化工大学,F46904,3,16,电子信息工程,,待了解-未命中当前偏好方向,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-2610ea7c4a73985e,G-f6e80face9e2eb1d
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-工科信息制造,机械自动化机器人,false,F469,沈阳化工大学,F46904,4,17,自动化,,待了解-未命中当前偏好方向,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-fc46b69005067114,G-f6e80face9e2eb1d
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F469,沈阳化工大学,F46904,5,18,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-5ba1b4edef44d0da,G-f6e80face9e2eb1d
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F469,沈阳化工大学,F46904,6,19,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-829cc207b1205eec,G-f6e80face9e2eb1d
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F469,沈阳化工大学,F46904,7,20,软件工程,计算机类相关,优先了解-命中当前偏好方向,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-f7841f9e8729c559,G-f6e80face9e2eb1d
R2GROUP-5caf5f9636597f72,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F469,沈阳化工大学,F46904,8,21,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,114,left,M-985ffcb76ec19caf,G-f6e80face9e2eb1d
R2GROUP-5f7e514976976015,主线,M1-保底稳妥主线优先,稳妥观察,调剂接受度待判断,,false,K347,云南农业大学,K34707,1,12,食品质量与安全,,待了解-未命中当前偏好方向,,化学,2,5750,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,218,right,M-b694ebe597cbb03d,G-2736aacdbed7d895
R2GROUP-5f7e514976976015,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K347,云南农业大学,K34707,2,13,水利水电工程,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,218,right,M-90f3b5080f9bda4f,G-2736aacdbed7d895
R2GROUP-5f7e514976976015,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,K347,云南农业大学,K34707,3,14,电气工程及其自动化,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,218,right,M-6047f3410be1192a,G-2736aacdbed7d895
R2GROUP-5f7e514976976015,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K347,云南农业大学,K34707,4,15,应用化学,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,218,right,M-fe5a2a93c59afc39,G-2736aacdbed7d895
R2GROUP-5f7e514976976015,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K347,云南农业大学,K34707,5,16,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,218,right,M-db02870cf63a4993,G-2736aacdbed7d895
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,调剂接受度待判断,,false,H569,洛阳理工学院,H56902,1,07,无机非金属材料工程（办学地点：王城校区）,,待了解-未命中当前偏好方向,,化学,5,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,left,M-21ec746f755ac82d,G-216ddfce2ef34983
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H569,洛阳理工学院,H56902,2,08,材料物理（办学地点：王城校区）資亮謝孝院校专业组及专业代号,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,left,M-2cc22bcf0e2a741d,G-216ddfce2ef34983
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H569,洛阳理工学院,H56902,3,09,高分子材料与工程（办学地点：王城校,,待了解-未命中当前偏好方向,,要求,,4,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,right,M-bf580e3540429ec6,G-216ddfce2ef34983
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H569,洛阳理工学院,H56902,4,10,机械设计制造及其自动化（办学地点：王城校区）,,待了解-未命中当前偏好方向,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,right,M-043a52695427ce4d,G-216ddfce2ef34983
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H569,洛阳理工学院,H56902,5,11,材料成型及控制工程（办学地点：王城校区）,,待了解-未命中当前偏好方向,,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,right,M-bc03df3c3c03dc89,G-216ddfce2ef34983
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H569,洛阳理工学院,H56902,6,12,车辆工程（办学地点：王城校区）,,待了解-未命中当前偏好方向,,,,3,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,right,M-92839f23836f58f8,G-216ddfce2ef34983
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H569,洛阳理工学院,H56902,7,13,电气工程及其自动化（办学地点：开元校区）,,待了解-未命中当前偏好方向,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,right,M-71db63f050a46703,G-216ddfce2ef34983
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H569,洛阳理工学院,H56902,8,14,计算机科学与技术（办学地点：开元校,计算机类相关,优先了解-命中当前偏好方向,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,4,176,right,M-5366510d96413cf9,G-216ddfce2ef34983
