扩展预算场景专业ID,专业组出现ID,场景判断,费用判断,中外合作或高收费线索,是否医学相关待确认,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,人工核验优先级,人工核验强度,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID
COOPMAJOR-a561b9097b7da4bc,G-21c0c36c102d6038,预算内中外合作/高收费可讨论,预算内,学费候选 20000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H223,福建师范大学,H22304,2,14,网络工程（中外合作办学）（中日合作办学：与日本京都情报大学院大学合作办学；办学地点：旗山校区）H224 闽江大学（公办）（福建）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,4,20000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,56,40,148,left,M-c836adb65bfe8114
COOPMAJOR-db448b2fd93a8cc2,G-9733db0f1a2988a1,预算内中外合作/高收费可讨论,预算内,学费候选 5460 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H229,厦门理工学院,H22902,2,05,软件工程（一、、二学年5460元，三、四学年16000元）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,学费超过当前上限,,2,5460,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,73,57,149,left,M-4e09f1f2a4c55069
COOPMAJOR-0fb677f9840c6711,G-92f9d5670b0498cc,预算内中外合作/高收费可讨论,预算内,学费候选 41000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H271,厦门工学院,H27102,3,05,软件工程,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,2,41000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-20,-36,149,right,M-ab81c34a54f207bd
COOPMAJOR-bc93c88a30d76168,G-92f9d5670b0498cc,预算内中外合作/高收费可讨论,预算内,学费候选 35000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H271,厦门工学院,H27102,4,06,数据科学与大数据技术,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,化学,6,35000,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,H1-历史最高线低于等位分20分以上,-20,-36,149,right,M-a8aaff6de5f018bb
COOPMAJOR-2d43b3f465515379,G-7fb1e2ab1619cb38,预算内中外合作/高收费可讨论,预算内,学费候选 60000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H271,厦门工学院,H27103,1,07,软件工程（中外合作办学）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,3,60000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,149,right,M-abd4a2a861870aa2
COOPMAJOR-730edc85a81cfae8,G-7fb1e2ab1619cb38,预算内中外合作/高收费可讨论,预算内,学费候选 60000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H271,厦门工学院,H27103,2,08,数据科学与大数据技术（中外合作办H272 阳光学院（民办）（福建）K◎zG完校专业组及专业代号,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,3,60000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,149,right,M-891d8c38115a4918
COOPMAJOR-8d64ef19cfa748d4,G-0fe800cd0861b169,预算内中外合作/高收费可讨论,预算内,学费候选 34000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H272,阳光学院,H27203,3,23,人工智能（第一学年在福州滨海校区培养，第二至第四学年培养地点以学校当年规划为准）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,34000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-60,-60,150,left,M-1bc7ef788e7edd3b
COOPMAJOR-43ff840ce39aa930,G-0fe800cd0861b169,预算内中外合作/高收费可讨论,预算内,学费候选 34000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H272,阳光学院,H27203,5,25,计算机科学与技术（第一学年在福州滨海校区培养，第二至第四学年培养地点以学校当年规划为准）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,1,34000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-60,-60,150,left,M-18e96b980a307359
COOPMAJOR-9480e9ba29c9571c,G-0fe800cd0861b169,预算内中外合作/高收费可讨论,预算内,学费候选 31000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H272,阳光学院,H27203,6,26,软件工程（第一学年在福州滨海校区培养，第二至第四学年培养地点苡孚校当年规划为准）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,1,31000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-60,-60,150,left,M-34702bef912284ba
COOPMAJOR-adfc1afc564614fd,G-0fe800cd0861b169,预算内中外合作/高收费可讨论,预算内,学费候选 31000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H272,阳光学院,H27203,7,27,网络工程（第一学年在福州滨海校区培养，第二至第四学年培养地点苡学校当年规划为准）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,2,31000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-60,-60,150,left,M-86bbc13dba589233
COOPMAJOR-800b581683f464b8,G-0fe800cd0861b169,预算内中外合作/高收费可讨论,预算内,学费候选 34000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H272,阳光学院,H27203,8,28,物联网工程（第一学年在福州滨海校区培养，第二至第四学年培养地点以学校当年规划为准）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,2,34000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-60,-60,150,left,M-232f554d3fce86a2
COOPMAJOR-817bac876583ef94,G-0fe800cd0861b169,预算内中外合作/高收费可讨论,预算内,学费候选 34000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H272,阳光学院,H27203,10,30,数据科学与大数据技术（第一学年在福州滨海校区培养，第二至第四学年培养地点以学校当年规划为准）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,2,34000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-60,-60,150,left,M-47aead4dc530171b
COOPMAJOR-f9cac79315b5bae6,G-94d7cfce07ae7230,预算内中外合作/高收费可讨论,预算内,学费候选 23000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H273,厦门大学嘉庚学院,H27308,2,29,物联网工程（办学地点：厦门大学漳州校区）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,2,23000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,150,right,M-6261282261fd3061
COOPMAJOR-6475cd0646089a12,G-d30577a62bb0714d,预算内中外合作/高收费可讨论,预算内,学费候选 23000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H275,集美大学诚毅学院,H27505,5,20,物联网工程（办学地点：福建厦门）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,2,23000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,151,left,M-71b7487aa405920e
COOPMAJOR-689cac27fc27e6c6,G-d30577a62bb0714d,预算内中外合作/高收费可讨论,预算内,学费候选 23000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H275,集美大学诚毅学院,H27505,6,21,数据科学与大数据技术（办学地点：福建厦门）H276 福建师范大学协和学院（独立）（福建）,计算机类相关；师范类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,23000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,151,left,M-54e775f0f6b11a1f
COOPMAJOR-56c712fa186d824b,G-84ea6b21a11f816e,预算内中外合作/高收费可讨论,预算内,学费候选 20000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H276,福建师范大学协和学院,H27603,1,07,计算机科学与技术,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,20000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-29,-29,151,left,M-364a1ff0f048d100
COOPMAJOR-5f1c0b674818b71d,G-84ea6b21a11f816e,预算内中外合作/高收费可讨论,预算内,学费候选 20000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H276,福建师范大学协和学院,H27603,2,08,网络工程,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,20000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-29,-29,151,left,M-97355607bd263c21
COOPMAJOR-6e6566dd54741822,G-84ea6b21a11f816e,预算内中外合作/高收费可讨论,预算内,学费候选 20000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H276,福建师范大学协和学院,H27603,4,10,智能科学与技术H277 福州外语外贸学院（民办）（福建）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,20000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H1-历史最高线低于等位分20分以上,-29,-29,151,left,M-09dddfac568b2739
COOPMAJOR-0d18a981095e6d2c,G-89ca53078fe8a18f,预算内中外合作/高收费可讨论,预算内,学费候选 34280 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,H277,福州外语外贸学院,H27702,6,19,大数据管理与应用（第一学年在滨海校区培养，第二至第四学年在长乐校区培养）,计算机类相关,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,,,34280,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H1-历史最高线低于等位分20分以上,-55,-67,151,left,M-f840928df791eda3
