抽样批次,抽样理由,原页核验结果,湖北官方核验结果,高校辅证核验结果,是否需要升级同组核验,核验备注,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
S074,P0强阻断或冲突抽样,,,,,,H374,（南昌交通学院,H37403,3,12,生木工程（办学地点：靖安墨轩湖校,,,未匹配-待核,先核学校名称或特殊院校,默认不能接受-高收费或超预算,,true,,2,21600,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,3,-16,-36,161,right,M-1d3e7600778ce4bf,G-7a2b5abbc84dea9d,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S075,P0强阻断或冲突抽样,,,,,,F704,黑龙江工程学院,F70402,3,05,社会工作,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,2,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,3,-2,-18,127,right,M-1ee73fa570affff1,G-52ce5085a5a08f9a,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
S076,P0强阻断或冲突抽样,,,,,,F468,辽宁石油化工大学,F46803,1,09,本科预科班（少数民族预科班；学制：F469沈阳化工大学（公办）（辽宁）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,false,,5,4800,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,44,-4,114,left,M-03050c7e171f1527,G-ff83eaa354b2cd00,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
S077,P0强阻断或冲突抽样,,,,,,H609,黄河科技学院,H60903,2,09,电气工程及其自动化F611 郑州工业应用技术学院（民办）（河南）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,,5,16000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,3,-28,-31,177,right,M-5d89f3a2f51d1c52,G-c99fd22c46e5cc56,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S078,P0强阻断或冲突抽样,,,,,,H173,安徽新华学院,H17302,10,08,新能源材料与器件H178 安徹信息工程学院（民办）（安徽）,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,false,,2,4900,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,3,-38,-45,147,left,M-db460a9b3f11c588,G-f2ed487b4055a017,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S079,P0强阻断或冲突抽样,,,,,,F014,首都经济贸易大学,F01403,1,07,统计学（中外合作办学）（与加拿大阿“4+0”双学位培尔伯塔大学合作办学，养模式，学费120000元/年，英文授F017 北京电影学院（公办）（北京）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；学费超过当前上限,pending_tuition_field_review,,3,12万,2,再选科目；学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,105,71,94,left,M-2c809f67da0b1b1b,G-c1ec57a66d65ea3a,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S080,P0强阻断或冲突抽样,,,,,,H279,福州理工学院,H27903,12,23,通信工程（办学地点：连江校区）H310南昌大学（公办）（江西）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,,3,33500,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,2,-60,-65,151,right,M-4996e580faac41e0,G-d28494eeeb89cb13,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S081,P0强阻断或冲突抽样,,,,,,A115,中国矿业大学,A11502,6,14,公共管理类（行政管理：土地资源管理；不招单色识别不全者）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,,,5200,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,31,right,M-cec1c96cc5ca0313,G-9db482339a6d8644,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
S082,P0强阻断或冲突抽样,,,,,,F948,柳州工学院,F94802,1,07,财务管理（办学地点：北校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,pending_tuition_field_review,不限,22500,,2,专业计划数；学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,199,left,M-bd487087a521f74d,G-9f6773d5e4a8b79b,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S083,P0强阻断或冲突抽样,,,,,,P181,河北科技大学,P18112,1,12,电子科学与技术,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,,3,1,专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,100,right,M-ddfca32b9db06a24,G-ca9c57239dd7e915,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
S084,P0强阻断或冲突抽样,,,,,,T274,福州大学至诚学院,T27403,9,20,机械设计制造及其自动化（第一学年在福州大学铜盘校区培养）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,,5,23000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,151,left,M-425a3dc713116b31,G-0daff550ecfdc3bb,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S085,P0强阻断或冲突抽样,,,,,,H434,鲁东大学,H43403,19,26,智慧水利,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,6320,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,44,10,168,left,M-785558b56a9a97e5,G-b4c34cb377215f6e,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
