院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
H542,郑州大学,H54206,1,10,数学类（数学与应用数学；信息与计算科学；数据科学）工化学类（化学：盛用化学；不招收色盲、色弱及单色识别不全考生）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,化学,12,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,171,right,M-924327021e37cce4,G-83d91766a27d9404,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K003,海南师范大学,K00316,9,43,人工智能（办学地点：桂林洋校区）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先了解-命中当前偏好方向,,false,化学,2,4620,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,201,right,M-9fe91b014e5fde5e,G-513747ad7c67d888,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K003,海南师范大学,K00319,1,48,生物科学（师范类；不招色弱、单色识别不全者；办学地点：龙昆南校,师范类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,生,11,4620,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,201,right,M-3da6ec5f8ce7ab37,G-9fee67b225abf8c4,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K003,海南师范大学,K00320,1,51,地理科学（师范类；不招色直或单色识别不全者：办学地点：桂林洋校区）,师范类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,地理,4,4620,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,201,right,M-7148f96ac539b6f9,G-4b2711090beb9620,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K161,四川师范大学,K16104,21,45,数学与应用数学（师范类；办学地点：,师范类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先了解-命中当前偏好方向,,false,化学,3,6240,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,211,right,M-738dde2783a0d5dd,G-500ebd9fbfeb8644,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K461,西北大学,K46109,2,06,大数据管理与应用（办学地点：曲江校,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先了解-命中当前偏好方向,,false,不限,14,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,222,right,M-953d80cb4b5ab50e,G-ee5d1e06ed846436,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
T597,广州职业技术大学,T59701,1,01,软件工程技术（设有“工业软件实验班,计算机类相关,,非民办线索-教育部名单未备注民办,单独讨论-职业本科名称线索,优先了解-命中当前偏好方向,,false,不限,2,6410,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,238,right,M-3b0d0230193f4d6f,G-411df1f4cc1df35a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C128,湖北经济学院,C12815,8,A7,统计学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,94,5200,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H4-历史最高线高于等位分16-30分,2,18,-21,75,right,M-49bf19206098beca,G-a8d2bae2fc9bc289,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
H002,浙江工业大学,H00204,1,05,生木类（士木工程、给排水科学与工程；办学地点：朝晖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,4,6900,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,has_reusable_2026_hubei_plan_source,matched,H5-历史最高线高于等位分30分以上,3,107,70,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
A141,武汉大学,A14115,10,19,人王智能（具身交互智能启明实验班；面向具身智能模型与机器人领域）,,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,5,5850,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,155,126,39,right,M-c5b969da4a52beba,G-844baa52dabe95f7,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
C127,湖北工程学院,C12707,1,32,物理学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,「化学,40,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,2,-12,-14,74,right,M-644e43ea080fa539,G-3b38b76a9fd11177,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C127,湖北工程学院,C12709,2,40,材料科学与工程（创新实验班）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,30,5200,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,1,-11,-11,75,left,M-3bda11696f9e40b0,G-388c54b003d640a3,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
