招生明细主表行ID,主表粒度,是否真实招生明细,是否0明细占位,来源页码,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,机器专业接受度初判,调剂影响初判,官网来源状态,官网证据匹配状态,官网证据覆盖结论,最佳官网来源文件,最佳官网专业名称,最佳官网计划数,最佳官网专业组,最佳官网专业代号,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,保真处理状态,保真说明,仍需核验,可进入最终专业列表,可进入下一阶段
ADM-2ec80a62364d709a,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,3,05,通信工程,,5800,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,通信工程,1,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-1d7b256dea97f6ce,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,4,06,电气工程及其自动化,,5800,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,电气工程及其自动化,2,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-b88c534b1f625967,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,5,07,自动化,,5800,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,自动化,1,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-3a67383dbcfbb998,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,6,08,软件工程,,5800,,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,软件工程,1,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-74a41fab34220efa,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,7,09,数据科学与大数据技术,,5800,,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,数据科学与大数据技术,1,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-6f9830a78dd664d3,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,8,10,数字媒体技术,,5800,,数字媒体技术,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,数字媒体技术,2,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-ab8d1c3f3e83bc14,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,9,11,储能科学与工程,,5800,,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,储能科学与工程,1,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-6e7b9045ae912486,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,10,12,功能材料,,5800,,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称，计划数字段仍需人工复核,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,功能材料,2,,,5800,,exact_after_normalization,100,mismatch,官网专业名匹配但计划数冲突-优先核页,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-2d83b29ab6d6081a,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,11,GA,。,,,,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,ocr_major_name_empty,0,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-0385bca1f3958b95,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,12,KA,。院校代号,,,,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,unmatched,官网留存证据未匹配到该专业,,,,,,,,unmatched,0,not_covered,官网未匹配-专业名或OCR待核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-c7b57fcd09b000ca,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,13,13,资源循环科学与工程,要求,2,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,资源循环科学与工程,2,,,5800,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-1bad58f7fe79ab1a,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,14,14,浓车服务工程,,1,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,汽车服务工程,1,,,5800,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
ADM-caeaa426fe0c88ac,逐专业招生明细,true,false,135,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,15,15,车辆工程F903 江苏海洋大学（公办）（江苏）,,2,5800,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,matched,官网已覆盖专业名称和计划数，仍需核专业组边界、PDF原页和湖北官方系统,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,车辆工程,2,,,5800,,exact_after_normalization,100,match,官网专业名和计划数一致-仍待湖北官方系统和PDF原页复核,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业组边界；调剂范围；家庭接受度,false,false
